Year,Period,labor force,employment,unemployment,unemployment rate,County
2014,Jul,683118,655635,27483,4.0,"Hennepin County, MN"
2014,Aug,677353,651175,26178,3.9,"Hennepin County, MN"
2014,Sep,674814,650830,23984,3.6,"Hennepin County, MN"
2014,Oct,675539,653568,21971,3.3,"Hennepin County, MN"
2014,Nov,675674,654129,21545,3.2,"Hennepin County, MN"
2014,Dec,671795,649708,22087,3.3,"Hennepin County, MN"
2015,Jan,668387,642958,25429,3.8,"Hennepin County, MN"
2015,Feb,671892,647326,24566,3.7,"Hennepin County, MN"
2015,Mar,670335,645757,24578,3.7,"Hennepin County, MN"
2015,Apr,677568,656100,21468,3.2,"Hennepin County, MN"
2015,May,685540,662696,22844,3.3,"Hennepin County, MN"
2015,Jun,684229,659186,25043,3.7,"Hennepin County, MN"
2015,Jul,689317,664839,24478,3.6,"Hennepin County, MN"
2015,Aug,684057,661098,22959,3.4,"Hennepin County, MN"
2015,Sep,678027,656642,21385,3.2,"Hennepin County, MN"
2015,Oct,676081,655570,20511,3.0,"Hennepin County, MN"
2015,Nov,678119,658565,19554,2.9,"Hennepin County, MN"
2015,Dec,677088,656625,20463,3.0,"Hennepin County, MN"
2016,Jan,673444,650024,23420,3.5,"Hennepin County, MN"
2016,Feb,680824,657252,23572,3.5,"Hennepin County, MN"
2016,Mar,679300,655104,24196,3.6,"Hennepin County, MN"
2016,Apr,683463,662475,20988,3.1,"Hennepin County, MN"
2016,May,685875,665436,20439,3.0,"Hennepin County, MN"
2016,Jun,687939,662915,25024,3.6,"Hennepin County, MN"
2016,Jul,696094,672134,23960,3.4,"Hennepin County, MN"
2016,Aug,692548,668493,24055,3.5,"Hennepin County, MN"
2016,Sep,690667,667755,22912,3.3,"Hennepin County, MN"
2016,Oct,685112,662963,22149,3.2,"Hennepin County, MN"
2016,Nov,683430,662834,20596,3.0,"Hennepin County, MN"
2016,Dec,682576,660189,22387,3.3,"Hennepin County, MN"
2017,Jan,686637,662501,24136,3.5,"Hennepin County, MN"
2017,Feb,692749,668875,23874,3.4,"Hennepin County, MN"
2017,Mar,694842,672404,22438,3.2,"Hennepin County, MN"
2017,Apr,698186,677439,20747,3.0,"Hennepin County, MN"
2017,May,700594,679486,21108,3.0,"Hennepin County, MN"
2017,Jun,708727,684147,24580,3.5,"Hennepin County, MN"
2017,Jul,714689,691336,23353,3.3,"Hennepin County, MN"
2017,Aug,710468,687100,23368,3.3,"Hennepin County, MN"
2017,Sep,710351,690222,20129,2.8,"Hennepin County, MN"
2017,Oct,700798,682929,17869,2.5,"Hennepin County, MN"
2017,Nov,702411,684813,17598,2.5,"Hennepin County, MN"
2017,Dec,699917,681028,18889,2.7,"Hennepin County, MN"
2018,Jan,697241,677511,19730,2.8,"Hennepin County, MN"
2018,Feb,702922,683039,19883,2.8,"Hennepin County, MN"
2018,Mar,698927,679343,19584,2.8,"Hennepin County, MN"
2018,Apr,697678,681072,16606,2.4,"Hennepin County, MN"
2018,May,701052,685115,15937,2.3,"Hennepin County, MN"
2018,Jun,708517,687657,20860,2.9,"Hennepin County, MN"
2018,Jul,712392,693180,19212,2.7,"Hennepin County, MN"
2018,Aug,707449,688597,18852,2.7,"Hennepin County, MN"
2018,Sep,704163,687582,16581,2.4,"Hennepin County, MN"
2018,Oct,703655,687691,15964,2.3,"Hennepin County, MN"
2018,Nov,705169,689965,15204,2.2,"Hennepin County, MN"
2018,Dec,705638,686793,18845,2.7,"Hennepin County, MN"
2019,Jan,703727,682752,20975,3.0,"Hennepin County, MN"
2019,Feb,706651,686596,20055,2.8,"Hennepin County, MN"
2019,Mar,705302,684201,21101,3.0,"Hennepin County, MN"
2019,Apr,703742,686300,17442,2.5,"Hennepin County, MN"
2019,May,707474,688282,19192,2.7,"Hennepin County, MN"
2019,Jun,716636,693124,23512,3.3,"Hennepin County, MN"
2019,Jul,720694,697988,22706,3.2,"Hennepin County, MN"
2019,Aug,719210,697521,21689,3.0,"Hennepin County, MN"
2019,Sep,715491,696992,18499,2.6,"Hennepin County, MN"
2019,Oct,714282,695325,18957,2.7,"Hennepin County, MN"
2019,Nov,715119,697427,17692,2.5,"Hennepin County, MN"
2019,Dec,714789,696260,18529,2.6,"Hennepin County, MN"
2020,Jan,713531,694745,18786,2.6,"Hennepin County, MN"
2020,Feb,717435,698102,19333,2.7,"Hennepin County, MN"
2020,Mar,714341,687503,26838,3.8,"Hennepin County, MN"
2020,Apr,682124,620840,61284,9.0,"Hennepin County, MN"
2020,May,699632,613168,86464,12.4,"Hennepin County, MN"
2020,Jun,731310,654564,76746,10.5,"Hennepin County, MN"
2020,Jul,737566,667173,70393,9.5,"Hennepin County, MN"
2020,Aug,735260,679589,55671,7.6,"Hennepin County, MN"
2020,Sep,726200,675766,50434,6.9,"Hennepin County, MN"
2020,Oct,718402,678689,39713,5.5,"Hennepin County, MN"
2020,Nov,710584,679777,30807,4.3,"Hennepin County, MN"
2020,Dec,696239,663462,32777,4.7,"Hennepin County, MN"
2021,Jan,688210,656022,32188,4.7,"Hennepin County, MN"
2021,Feb,689194,659635,29559,4.3,"Hennepin County, MN"
2021,Mar,690402,660652,29750,4.3,"Hennepin County, MN"
2021,Apr,694452,665635,28817,4.1,"Hennepin County, MN"
2021,May,695980,668178,27802,4.0,"Hennepin County, MN"
2021,Jun,699383,666718,32665,4.7,"Hennepin County, MN"
2021,Jul,702309,674599,27710,3.9,"Hennepin County, MN"
2021,Aug,697898,671547,26351,3.8,"Hennepin County, MN"
2021,Sep,694543,670447,24096,3.5,"Hennepin County, MN"
2021,Oct,695060,674493,20567,3.0,"Hennepin County, MN"
2021,Nov,697434,680624,16810,2.4,"Hennepin County, MN"
2021,Dec,694706,677422,17284,2.5,"Hennepin County, MN"
2022,Jan,694156,674489,19667,2.8,"Hennepin County, MN"
2022,Feb,695443,678112,17331,2.5,"Hennepin County, MN"
2022,Mar,696819,679544,17275,2.5,"Hennepin County, MN"
2022,Apr,700594,687603,12991,1.9,"Hennepin County, MN"
2022,May,705572,691072,14500,2.1,"Hennepin County, MN"
2022,Jun,706754,687836,18918,2.7,"Hennepin County, MN"
2022,Jul,709321,691762,17559,2.5,"Hennepin County, MN"
2022,Aug,709568,690805,18763,2.6,"Hennepin County, MN"
2022,Sep,705520,689801,15719,2.2,"Hennepin County, MN"
2022,Oct,699777,684409,15368,2.2,"Hennepin County, MN"
2022,Nov,698654,684042,14612,2.1,"Hennepin County, MN"
2022,Dec,698681,682077,16604,2.4,"Hennepin County, MN"
2023,Jan,698641,680981,17660,2.5,"Hennepin County, MN"
2023,Feb,701326,682498,18828,2.7,"Hennepin County, MN"
2023,Mar,704078,685618,18460,2.6,"Hennepin County, MN"
2023,Apr,707819,691035,16784,2.4,"Hennepin County, MN"
2023,May,712493,693676,18817,2.6,"Hennepin County, MN"
2023,Jun,719707,696998,22709,3.2,"Hennepin County, MN"
2023,Jul,719619,698660,20959,2.9,"Hennepin County, MN"
2023,Aug,713490,691518,21972,3.1,"Hennepin County, MN"
2023,Sep,709905,692113,17792,2.5,"Hennepin County, MN"
2023,Oct,706404,689489,16915,2.4,"Hennepin County, MN"
2023,Nov,704160,691110,13050,1.9,"Hennepin County, MN"
2023,Dec,700268,684843,15425,2.2,"Hennepin County, MN"
2024,Jan,701543,683014,18529,2.6,"Hennepin County, MN"
2024,Feb,706237,685093,21144,3.0,"Hennepin County, MN"
2024,Mar,705574,687327,18247,2.6,"Hennepin County, MN"
2024,Apr,707398,690404,16994,2.4,"Hennepin County, MN"
2024,May,704927,687966,16961,2.4,"Hennepin County, MN"
2024,Jun,703394,678137,25257,3.6,"Hennepin County, MN"
2024,Jul,705655,679608,26047,3.7,"Hennepin County, MN"
2024,Aug,701912,674966,26946,3.8,"Hennepin County, MN"
2024,Sep,700300,678405,21895,3.1,"Hennepin County, MN"
2024,Oct,701406,681850,19556,2.8,"Hennepin County, MN"
2024,Nov,699826(P),679325(P),20501(P),2.9(P),"Hennepin County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Hennepin County, MN"
2014,Jan,10326,9642,684,6.6,"Houston County, MN"
2014,Feb,10449,9772,677,6.5,"Houston County, MN"
2014,Mar,10480,9824,656,6.3,"Houston County, MN"
2014,Apr,10400,9885,515,5.0,"Houston County, MN"
2014,May,10290,9878,412,4.0,"Houston County, MN"
2014,Jun,10240,9804,436,4.3,"Houston County, MN"
2014,Jul,10306,9894,412,4.0,"Houston County, MN"
2014,Aug,10251,9872,379,3.7,"Houston County, MN"
2014,Sep,10309,9971,338,3.3,"Houston County, MN"
2014,Oct,10480,10157,323,3.1,"Houston County, MN"
2014,Nov,10493,10140,353,3.4,"Houston County, MN"
2014,Dec,10526,10074,452,4.3,"Houston County, MN"
2015,Jan,10531,9924,607,5.8,"Houston County, MN"
2015,Feb,10584,10010,574,5.4,"Houston County, MN"
2015,Mar,10691,10151,540,5.1,"Houston County, MN"
2015,Apr,10554,10189,365,3.5,"Houston County, MN"
2015,May,10450,10109,341,3.3,"Houston County, MN"
2015,Jun,10459,10084,375,3.6,"Houston County, MN"
2015,Jul,10387,10009,378,3.6,"Houston County, MN"
2015,Aug,10272,9936,336,3.3,"Houston County, MN"
2015,Sep,10307,10019,288,2.8,"Houston County, MN"
2015,Oct,10609,10303,306,2.9,"Houston County, MN"
2015,Nov,10579,10244,335,3.2,"Houston County, MN"
2015,Dec,10686,10227,459,4.3,"Houston County, MN"
2016,Jan,10644,10029,615,5.8,"Houston County, MN"
2016,Feb,10704,10106,598,5.6,"Houston County, MN"
2016,Mar,10737,10191,546,5.1,"Houston County, MN"
2016,Apr,10659,10287,372,3.5,"Houston County, MN"
2016,May,10499,10189,310,3.0,"Houston County, MN"
2016,Jun,10462,10104,358,3.4,"Houston County, MN"
2016,Jul,10494,10142,352,3.4,"Houston County, MN"
2016,Aug,10357,10015,342,3.3,"Houston County, MN"
2016,Sep,10423,10093,330,3.2,"Houston County, MN"
2016,Oct,10675,10341,334,3.1,"Houston County, MN"
2016,Nov,10730,10396,334,3.1,"Houston County, MN"
2016,Dec,10739,10257,482,4.5,"Houston County, MN"
2017,Jan,10582,9946,636,6.0,"Houston County, MN"
2017,Feb,10667,10109,558,5.2,"Houston County, MN"
2017,Mar,10688,10175,513,4.8,"Houston County, MN"
2017,Apr,10651,10293,358,3.4,"Houston County, MN"
2017,May,10534,10229,305,2.9,"Houston County, MN"
2017,Jun,10472,10128,344,3.3,"Houston County, MN"
2017,Jul,10352,10051,301,2.9,"Houston County, MN"
2017,Aug,10196,9916,280,2.7,"Houston County, MN"
2017,Sep,10332,10080,252,2.4,"Houston County, MN"
2017,Oct,10515,10290,225,2.1,"Houston County, MN"
2017,Nov,10508,10264,244,2.3,"Houston County, MN"
2017,Dec,10546,10199,347,3.3,"Houston County, MN"
2018,Jan,10370,9886,484,4.7,"Houston County, MN"
2018,Feb,10622,10151,471,4.4,"Houston County, MN"
2018,Mar,10442,10013,429,4.1,"Houston County, MN"
2018,Apr,10477,10154,323,3.1,"Houston County, MN"
2018,May,10467,10226,241,2.3,"Houston County, MN"
2018,Jun,10370,10096,274,2.6,"Houston County, MN"
2018,Jul,10366,10125,241,2.3,"Houston County, MN"
2018,Aug,10137,9904,233,2.3,"Houston County, MN"
2018,Sep,10277,10061,216,2.1,"Houston County, MN"
2018,Oct,10428,10212,216,2.1,"Houston County, MN"
2018,Nov,10399,10194,205,2.0,"Houston County, MN"
2018,Dec,10516,10157,359,3.4,"Houston County, MN"
2019,Jan,10331,9825,506,4.9,"Houston County, MN"
2019,Feb,10457,9991,466,4.5,"Houston County, MN"
2019,Mar,10473,10000,473,4.5,"Houston County, MN"
2019,Apr,10491,10167,324,3.1,"Houston County, MN"
2019,May,10454,10197,257,2.5,"Houston County, MN"
2019,Jun,10365,10039,326,3.1,"Houston County, MN"
2019,Jul,10462,10158,304,2.9,"Houston County, MN"
2019,Aug,10279,10002,277,2.7,"Houston County, MN"
2019,Sep,10412,10139,273,2.6,"Houston County, MN"
2019,Oct,10580,10334,246,2.3,"Houston County, MN"
2019,Nov,10476,10228,248,2.4,"Houston County, MN"
2019,Dec,10564,10197,367,3.5,"Houston County, MN"
2020,Jan,10355,9874,481,4.6,"Houston County, MN"
2020,Feb,10575,10115,460,4.3,"Houston County, MN"
2020,Mar,10548,9994,554,5.3,"Houston County, MN"
2020,Apr,9855,9247,608,6.2,"Houston County, MN"
2020,May,9916,9240,676,6.8,"Houston County, MN"
2020,Jun,10389,9824,565,5.4,"Houston County, MN"
2020,Jul,10574,10078,496,4.7,"Houston County, MN"
2020,Aug,10430,10064,366,3.5,"Houston County, MN"
2020,Sep,10495,10182,313,3.0,"Houston County, MN"
2020,Oct,10685,10401,284,2.7,"Houston County, MN"
2020,Nov,10539,10267,272,2.6,"Houston County, MN"
2020,Dec,10561,10195,366,3.5,"Houston County, MN"
2021,Jan,10365,9878,487,4.7,"Houston County, MN"
2021,Feb,10508,9990,518,4.9,"Houston County, MN"
2021,Mar,10419,9957,462,4.4,"Houston County, MN"
2021,Apr,10400,10084,316,3.0,"Houston County, MN"
2021,May,10356,10062,294,2.8,"Houston County, MN"
2021,Jun,10305,9957,348,3.4,"Houston County, MN"
2021,Jul,10414,10148,266,2.6,"Houston County, MN"
2021,Aug,10301,10043,258,2.5,"Houston County, MN"
2021,Sep,10353,10135,218,2.1,"Houston County, MN"
2021,Oct,10431,10248,183,1.8,"Houston County, MN"
2021,Nov,10379,10196,183,1.8,"Houston County, MN"
2021,Dec,10512,10256,256,2.4,"Houston County, MN"
2022,Jan,10186,9828,358,3.5,"Houston County, MN"
2022,Feb,10353,10031,322,3.1,"Houston County, MN"
2022,Mar,10339,10034,305,2.9,"Houston County, MN"
2022,Apr,10205,10023,182,1.8,"Houston County, MN"
2022,May,10132,9973,159,1.6,"Houston County, MN"
2022,Jun,10008,9797,211,2.1,"Houston County, MN"
2022,Jul,10191,10000,191,1.9,"Houston County, MN"
2022,Aug,10173,9984,189,1.9,"Houston County, MN"
2022,Sep,10310,10141,169,1.6,"Houston County, MN"
2022,Oct,10425,10266,159,1.5,"Houston County, MN"
2022,Nov,10323,10150,173,1.7,"Houston County, MN"
2022,Dec,10545,10246,299,2.8,"Houston County, MN"
2023,Jan,10325,9940,385,3.7,"Houston County, MN"
2023,Feb,10556,10154,402,3.8,"Houston County, MN"
2023,Mar,10568,10205,363,3.4,"Houston County, MN"
2023,Apr,10491,10238,253,2.4,"Houston County, MN"
2023,May,10383,10154,229,2.2,"Houston County, MN"
2023,Jun,10260,9994,266,2.6,"Houston County, MN"
2023,Jul,10341,10101,240,2.3,"Houston County, MN"
2023,Aug,10483,10230,253,2.4,"Houston County, MN"
2023,Sep,10550,10351,199,1.9,"Houston County, MN"
2023,Oct,10614,10431,183,1.7,"Houston County, MN"
2023,Nov,10600,10444,156,1.5,"Houston County, MN"
2023,Dec,10573,10348,225,2.1,"Houston County, MN"
2024,Jan,10520,10159,361,3.4,"Houston County, MN"
2024,Feb,10664,10276,388,3.6,"Houston County, MN"
2024,Mar,10741,10430,311,2.9,"Houston County, MN"
2024,Apr,10746,10493,253,2.4,"Houston County, MN"
2024,May,10459,10201,258,2.5,"Houston County, MN"
2024,Jun,10473,10126,347,3.3,"Houston County, MN"
2024,Jul,10571,10264,307,2.9,"Houston County, MN"
2024,Aug,10751,10456,295,2.7,"Houston County, MN"
2024,Sep,10815,10567,248,2.3,"Houston County, MN"
2024,Oct,10811,10588,223,2.1,"Houston County, MN"
2024,Nov,10837(P),10572(P),265(P),2.4(P),"Houston County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Houston County, MN"
2014,Jan,9133,8265,868,9.5,"Hubbard County, MN"
2014,Feb,9125,8280,845,9.3,"Hubbard County, MN"
2014,Mar,9197,8361,836,9.1,"Hubbard County, MN"
2014,Apr,9269,8601,668,7.2,"Hubbard County, MN"
2014,May,9576,9050,526,5.5,"Hubbard County, MN"
2014,Jun,9885,9330,555,5.6,"Hubbard County, MN"
2014,Jul,9902,9387,515,5.2,"Hubbard County, MN"
2014,Aug,9769,9283,486,5.0,"Hubbard County, MN"
2014,Sep,9625,9201,424,4.4,"Hubbard County, MN"
2014,Oct,9420,8988,432,4.6,"Hubbard County, MN"
2014,Nov,9323,8748,575,6.2,"Hubbard County, MN"
2014,Dec,9330,8639,691,7.4,"Hubbard County, MN"
2015,Jan,9284,8482,802,8.6,"Hubbard County, MN"
2015,Feb,9228,8467,761,8.2,"Hubbard County, MN"
2015,Mar,9307,8544,763,8.2,"Hubbard County, MN"
2015,Apr,9424,8831,593,6.3,"Hubbard County, MN"
2015,May,9724,9194,530,5.5,"Hubbard County, MN"
2015,Jun,10005,9467,538,5.4,"Hubbard County, MN"
2015,Jul,10126,9617,509,5.0,"Hubbard County, MN"
2015,Aug,9802,9333,469,4.8,"Hubbard County, MN"
2015,Sep,9595,9179,416,4.3,"Hubbard County, MN"
2015,Oct,9501,9051,450,4.7,"Hubbard County, MN"
2015,Nov,9393,8802,591,6.3,"Hubbard County, MN"
2015,Dec,9600,8835,765,8.0,"Hubbard County, MN"
2016,Jan,9513,8702,811,8.5,"Hubbard County, MN"
2016,Feb,9497,8689,808,8.5,"Hubbard County, MN"
2016,Mar,9543,8714,829,8.7,"Hubbard County, MN"
2016,Apr,9697,9069,628,6.5,"Hubbard County, MN"
2016,May,9871,9357,514,5.2,"Hubbard County, MN"
2016,Jun,10266,9685,581,5.7,"Hubbard County, MN"
2016,Jul,10357,9819,538,5.2,"Hubbard County, MN"
2016,Aug,10086,9546,540,5.4,"Hubbard County, MN"
2016,Sep,9882,9397,485,4.9,"Hubbard County, MN"
2016,Oct,9632,9115,517,5.4,"Hubbard County, MN"
2016,Nov,9501,8894,607,6.4,"Hubbard County, MN"
2016,Dec,9628,8858,770,8.0,"Hubbard County, MN"
2017,Jan,9716,8828,888,9.1,"Hubbard County, MN"
2017,Feb,9688,8877,811,8.4,"Hubbard County, MN"
2017,Mar,9666,8922,744,7.7,"Hubbard County, MN"
2017,Apr,9610,9060,550,5.7,"Hubbard County, MN"
2017,May,9914,9484,430,4.3,"Hubbard County, MN"
2017,Jun,10270,9802,468,4.6,"Hubbard County, MN"
2017,Jul,10275,9835,440,4.3,"Hubbard County, MN"
2017,Aug,10065,9635,430,4.3,"Hubbard County, MN"
2017,Sep,9997,9643,354,3.5,"Hubbard County, MN"
2017,Oct,9754,9420,334,3.4,"Hubbard County, MN"
2017,Nov,9726,9143,583,6.0,"Hubbard County, MN"
2017,Dec,9734,9057,677,7.0,"Hubbard County, MN"
2018,Jan,9638,8881,757,7.9,"Hubbard County, MN"
2018,Feb,9663,8953,710,7.3,"Hubbard County, MN"
2018,Mar,9626,8961,665,6.9,"Hubbard County, MN"
2018,Apr,9696,9173,523,5.4,"Hubbard County, MN"
2018,May,9911,9539,372,3.8,"Hubbard County, MN"
2018,Jun,10342,9914,428,4.1,"Hubbard County, MN"
2018,Jul,10410,10033,377,3.6,"Hubbard County, MN"
2018,Aug,10087,9735,352,3.5,"Hubbard County, MN"
2018,Sep,9952,9647,305,3.1,"Hubbard County, MN"
2018,Oct,9777,9425,352,3.6,"Hubbard County, MN"
2018,Nov,9696,9192,504,5.2,"Hubbard County, MN"
2018,Dec,9872,9143,729,7.4,"Hubbard County, MN"
2019,Jan,9809,8912,897,9.1,"Hubbard County, MN"
2019,Feb,9717,8957,760,7.8,"Hubbard County, MN"
2019,Mar,9736,9006,730,7.5,"Hubbard County, MN"
2019,Apr,9691,9159,532,5.5,"Hubbard County, MN"
2019,May,10117,9696,421,4.2,"Hubbard County, MN"
2019,Jun,10479,10025,454,4.3,"Hubbard County, MN"
2019,Jul,10618,10183,435,4.1,"Hubbard County, MN"
2019,Aug,10366,9982,384,3.7,"Hubbard County, MN"
2019,Sep,10167,9828,339,3.3,"Hubbard County, MN"
2019,Oct,9985,9606,379,3.8,"Hubbard County, MN"
2019,Nov,9856,9327,529,5.4,"Hubbard County, MN"
2019,Dec,9912,9207,705,7.1,"Hubbard County, MN"
2020,Jan,9907,9077,830,8.4,"Hubbard County, MN"
2020,Feb,9827,9086,741,7.5,"Hubbard County, MN"
2020,Mar,9763,8904,859,8.8,"Hubbard County, MN"
2020,Apr,9276,8265,1011,10.9,"Hubbard County, MN"
2020,May,9735,8730,1005,10.3,"Hubbard County, MN"
2020,Jun,10521,9663,858,8.2,"Hubbard County, MN"
2020,Jul,10781,10098,683,6.3,"Hubbard County, MN"
2020,Aug,10683,10155,528,4.9,"Hubbard County, MN"
2020,Sep,10312,9836,476,4.6,"Hubbard County, MN"
2020,Oct,10193,9759,434,4.3,"Hubbard County, MN"
2020,Nov,9901,9387,514,5.2,"Hubbard County, MN"
2020,Dec,9785,9119,666,6.8,"Hubbard County, MN"
2021,Jan,10018,9311,707,7.1,"Hubbard County, MN"
2021,Feb,10028,9401,627,6.3,"Hubbard County, MN"
2021,Mar,9923,9346,577,5.8,"Hubbard County, MN"
2021,Apr,9894,9458,436,4.4,"Hubbard County, MN"
2021,May,10239,9861,378,3.7,"Hubbard County, MN"
2021,Jun,10665,10239,426,4.0,"Hubbard County, MN"
2021,Jul,11011,10661,350,3.2,"Hubbard County, MN"
2021,Aug,10807,10459,348,3.2,"Hubbard County, MN"
2021,Sep,10389,10093,296,2.8,"Hubbard County, MN"
2021,Oct,10113,9791,322,3.2,"Hubbard County, MN"
2021,Nov,9903,9549,354,3.6,"Hubbard County, MN"
2021,Dec,9927,9418,509,5.1,"Hubbard County, MN"
2022,Jan,9812,9215,597,6.1,"Hubbard County, MN"
2022,Feb,9821,9271,550,5.6,"Hubbard County, MN"
2022,Mar,9770,9259,511,5.2,"Hubbard County, MN"
2022,Apr,9738,9326,412,4.2,"Hubbard County, MN"
2022,May,10224,9898,326,3.2,"Hubbard County, MN"
2022,Jun,10579,10216,363,3.4,"Hubbard County, MN"
2022,Jul,10794,10474,320,3.0,"Hubbard County, MN"
2022,Aug,10732,10402,330,3.1,"Hubbard County, MN"
2022,Sep,10366,10103,263,2.5,"Hubbard County, MN"
2022,Oct,10126,9849,277,2.7,"Hubbard County, MN"
2022,Nov,9825,9462,363,3.7,"Hubbard County, MN"
2022,Dec,10008,9457,551,5.5,"Hubbard County, MN"
2023,Jan,9918,9279,639,6.4,"Hubbard County, MN"
2023,Feb,9913,9263,650,6.6,"Hubbard County, MN"
2023,Mar,9842,9267,575,5.8,"Hubbard County, MN"
2023,Apr,9877,9411,466,4.7,"Hubbard County, MN"
2023,May,10298,9912,386,3.7,"Hubbard County, MN"
2023,Jun,10737,10303,434,4.0,"Hubbard County, MN"
2023,Jul,10830,10441,389,3.6,"Hubbard County, MN"
2023,Aug,10775,10387,388,3.6,"Hubbard County, MN"
2023,Sep,10529,10252,277,2.6,"Hubbard County, MN"
2023,Oct,10248,9963,285,2.8,"Hubbard County, MN"
2023,Nov,10024,9697,327,3.3,"Hubbard County, MN"
2023,Dec,10046,9555,491,4.9,"Hubbard County, MN"
2024,Jan,10052,9406,646,6.4,"Hubbard County, MN"
2024,Feb,10041,9394,647,6.4,"Hubbard County, MN"
2024,Mar,10092,9502,590,5.8,"Hubbard County, MN"
2024,Apr,10101,9665,436,4.3,"Hubbard County, MN"
2024,May,10403,9993,410,3.9,"Hubbard County, MN"
2024,Jun,10703,10217,486,4.5,"Hubbard County, MN"
2024,Jul,10911,10433,478,4.4,"Hubbard County, MN"
2024,Aug,10903,10444,459,4.2,"Hubbard County, MN"
2024,Sep,10605,10263,342,3.2,"Hubbard County, MN"
2024,Oct,10362,10034,328,3.2,"Hubbard County, MN"
2024,Nov,10219(P),9750(P),469(P),4.6(P),"Hubbard County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Hubbard County, MN"
2014,Jan,20223,18835,1388,6.9,"Isanti County, MN"
2014,Feb,20293,18868,1425,7.0,"Isanti County, MN"
2014,Mar,20370,18946,1424,7.0,"Isanti County, MN"
2014,Apr,20299,19141,1158,5.7,"Isanti County, MN"
2014,May,20234,19292,942,4.7,"Isanti County, MN"
2014,Jun,20357,19369,988,4.9,"Isanti County, MN"
2014,Jul,20438,19489,949,4.6,"Isanti County, MN"
2014,Aug,20237,19358,879,4.3,"Isanti County, MN"
2014,Sep,20129,19324,805,4.0,"Isanti County, MN"
2014,Oct,20182,19452,730,3.6,"Isanti County, MN"
2014,Nov,20328,19452,876,4.3,"Isanti County, MN"
2014,Dec,20350,19326,1024,5.0,"Isanti County, MN"
2015,Jan,20202,18994,1208,6.0,"Isanti County, MN"
2015,Feb,20304,19089,1215,6.0,"Isanti County, MN"
2015,Mar,20237,19083,1154,5.7,"Isanti County, MN"
2015,Apr,20186,19351,835,4.1,"Isanti County, MN"
2015,May,20306,19526,780,3.8,"Isanti County, MN"
2015,Jun,20332,19473,859,4.2,"Isanti County, MN"
2015,Jul,20436,19623,813,4.0,"Isanti County, MN"
2015,Aug,20246,19497,749,3.7,"Isanti County, MN"
2015,Sep,20063,19362,701,3.5,"Isanti County, MN"
2015,Oct,20108,19425,683,3.4,"Isanti County, MN"
2015,Nov,20181,19475,706,3.5,"Isanti County, MN"
2015,Dec,20377,19402,975,4.8,"Isanti County, MN"
2016,Jan,20614,19379,1235,6.0,"Isanti County, MN"
2016,Feb,20764,19525,1239,6.0,"Isanti County, MN"
2016,Mar,20775,19498,1277,6.1,"Isanti County, MN"
2016,Apr,20658,19699,959,4.6,"Isanti County, MN"
2016,May,20542,19768,774,3.8,"Isanti County, MN"
2016,Jun,20593,19699,894,4.3,"Isanti County, MN"
2016,Jul,20808,19963,845,4.1,"Isanti County, MN"
2016,Aug,20713,19857,856,4.1,"Isanti County, MN"
2016,Sep,20611,19817,794,3.9,"Isanti County, MN"
2016,Oct,20559,19760,799,3.9,"Isanti County, MN"
2016,Nov,20550,19758,792,3.9,"Isanti County, MN"
2016,Dec,20744,19645,1099,5.3,"Isanti County, MN"
2017,Jan,21012,19696,1316,6.3,"Isanti County, MN"
2017,Feb,21120,19846,1274,6.0,"Isanti County, MN"
2017,Mar,21208,19970,1238,5.8,"Isanti County, MN"
2017,Apr,21041,20130,911,4.3,"Isanti County, MN"
2017,May,20935,20172,763,3.6,"Isanti County, MN"
2017,Jun,21127,20286,841,4.0,"Isanti County, MN"
2017,Jul,21288,20479,809,3.8,"Isanti County, MN"
2017,Aug,21114,20332,782,3.7,"Isanti County, MN"
2017,Sep,21076,20418,658,3.1,"Isanti County, MN"
2017,Oct,20926,20292,634,3.0,"Isanti County, MN"
2017,Nov,21110,20326,784,3.7,"Isanti County, MN"
2017,Dec,21206,20201,1005,4.7,"Isanti County, MN"
2018,Jan,21374,20161,1213,5.7,"Isanti County, MN"
2018,Feb,21493,20334,1159,5.4,"Isanti County, MN"
2018,Mar,21378,20243,1135,5.3,"Isanti County, MN"
2018,Apr,21165,20292,873,4.1,"Isanti County, MN"
2018,May,21066,20435,631,3.0,"Isanti County, MN"
2018,Jun,21206,20483,723,3.4,"Isanti County, MN"
2018,Jul,21304,20647,657,3.1,"Isanti County, MN"
2018,Aug,21091,20459,632,3.0,"Isanti County, MN"
2018,Sep,21005,20456,549,2.6,"Isanti County, MN"
2018,Oct,21082,20503,579,2.7,"Isanti County, MN"
2018,Nov,21141,20542,599,2.8,"Isanti County, MN"
2018,Dec,21459,20444,1015,4.7,"Isanti County, MN"
2019,Jan,21871,20513,1358,6.2,"Isanti County, MN"
2019,Feb,21839,20625,1214,5.6,"Isanti County, MN"
2019,Mar,21763,20565,1198,5.5,"Isanti County, MN"
2019,Apr,21572,20675,897,4.2,"Isanti County, MN"
