Year,Period,labor force,employment,unemployment,unemployment rate,County
2018,Dec,24469,23293,1176,4.8,"Beltrami County, MN"
2019,Jan,24270,22845,1425,5.9,"Beltrami County, MN"
2019,Feb,24409,23125,1284,5.3,"Beltrami County, MN"
2019,Mar,24424,23130,1294,5.3,"Beltrami County, MN"
2019,Apr,24134,23092,1042,4.3,"Beltrami County, MN"
2019,May,24306,23412,894,3.7,"Beltrami County, MN"
2019,Jun,24597,23551,1046,4.3,"Beltrami County, MN"
2019,Jul,24527,23540,987,4.0,"Beltrami County, MN"
2019,Aug,24675,23748,927,3.8,"Beltrami County, MN"
2019,Sep,24663,23907,756,3.1,"Beltrami County, MN"
2019,Oct,24659,23871,788,3.2,"Beltrami County, MN"
2019,Nov,24680,23686,994,4.0,"Beltrami County, MN"
2019,Dec,24803,23551,1252,5.0,"Beltrami County, MN"
2020,Jan,24715,23302,1413,5.7,"Beltrami County, MN"
2020,Feb,24841,23528,1313,5.3,"Beltrami County, MN"
2020,Mar,24845,23251,1594,6.4,"Beltrami County, MN"
2020,Apr,23662,21440,2222,9.4,"Beltrami County, MN"
2020,May,24590,22057,2533,10.3,"Beltrami County, MN"
2020,Jun,25655,23594,2061,8.0,"Beltrami County, MN"
2020,Jul,25790,23925,1865,7.2,"Beltrami County, MN"
2020,Aug,25858,24484,1374,5.3,"Beltrami County, MN"
2020,Sep,25336,24136,1200,4.7,"Beltrami County, MN"
2020,Oct,25237,24131,1106,4.4,"Beltrami County, MN"
2020,Nov,24911,23743,1168,4.7,"Beltrami County, MN"
2020,Dec,24502,23156,1346,5.5,"Beltrami County, MN"
2021,Jan,24609,23193,1416,5.8,"Beltrami County, MN"
2021,Feb,24594,23307,1287,5.2,"Beltrami County, MN"
2021,Mar,24627,23330,1297,5.3,"Beltrami County, MN"
2021,Apr,24656,23554,1102,4.5,"Beltrami County, MN"
2021,May,24539,23600,939,3.8,"Beltrami County, MN"
2021,Jun,24808,23745,1063,4.3,"Beltrami County, MN"
2021,Jul,24746,23853,893,3.6,"Beltrami County, MN"
2021,Aug,24704,23853,851,3.4,"Beltrami County, MN"
2021,Sep,24588,23908,680,2.8,"Beltrami County, MN"
2021,Oct,24410,23770,640,2.6,"Beltrami County, MN"
2021,Nov,24410,23735,675,2.8,"Beltrami County, MN"
2021,Dec,24652,23786,866,3.5,"Beltrami County, MN"
2022,Jan,24741,23643,1098,4.4,"Beltrami County, MN"
2022,Feb,24678,23690,988,4.0,"Beltrami County, MN"
2022,Mar,24924,23969,955,3.8,"Beltrami County, MN"
2022,Apr,24799,24005,794,3.2,"Beltrami County, MN"
2022,May,24908,24211,697,2.8,"Beltrami County, MN"
2022,Jun,25154,24394,760,3.0,"Beltrami County, MN"
2022,Jul,25412,24720,692,2.7,"Beltrami County, MN"
2022,Aug,25374,24645,729,2.9,"Beltrami County, MN"
2022,Sep,25053,24517,536,2.1,"Beltrami County, MN"
2022,Oct,24929,24412,517,2.1,"Beltrami County, MN"
2022,Nov,24864,24195,669,2.7,"Beltrami County, MN"
2022,Dec,25285,24339,946,3.7,"Beltrami County, MN"
2023,Jan,24991,23902,1089,4.4,"Beltrami County, MN"
2023,Feb,25141,23981,1160,4.6,"Beltrami County, MN"
2023,Mar,25229,24128,1101,4.4,"Beltrami County, MN"
2023,Apr,25126,24151,975,3.9,"Beltrami County, MN"
2023,May,25298,24469,829,3.3,"Beltrami County, MN"
2023,Jun,25826,24823,1003,3.9,"Beltrami County, MN"
2023,Jul,25773,24868,905,3.5,"Beltrami County, MN"
2023,Aug,25502,24517,985,3.9,"Beltrami County, MN"
2023,Sep,24945,24367,578,2.3,"Beltrami County, MN"
2023,Oct,24805,24264,541,2.2,"Beltrami County, MN"
2023,Nov,24778,24201,577,2.3,"Beltrami County, MN"
2023,Dec,24772,23968,804,3.2,"Beltrami County, MN"
2024,Jan,24762,23744,1018,4.1,"Beltrami County, MN"
2024,Feb,24904,23777,1127,4.5,"Beltrami County, MN"
2024,Mar,25015,23995,1020,4.1,"Beltrami County, MN"
2024,Apr,24916,24065,851,3.4,"Beltrami County, MN"
2024,May,24858,24061,797,3.2,"Beltrami County, MN"
2024,Jun,25262,24093,1169,4.6,"Beltrami County, MN"
2024,Jul,25348,24176,1172,4.6,"Beltrami County, MN"
2024,Aug,25386,24180,1206,4.8,"Beltrami County, MN"
2024,Sep,25027,24313,714,2.9,"Beltrami County, MN"
2024,Oct,24991,24346,645,2.6,"Beltrami County, MN"
2024,Nov,25071(P),24261(P),810(P),3.2(P),"Beltrami County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Beltrami County, MN"
2014,Jan,21743,20174,1569,7.2,"Benton County, MN"
2014,Feb,21871,20345,1526,7.0,"Benton County, MN"
2014,Mar,21917,20273,1644,7.5,"Benton County, MN"
2014,Apr,21795,20629,1166,5.3,"Benton County, MN"
2014,May,21666,20692,974,4.5,"Benton County, MN"
2014,Jun,21669,20642,1027,4.7,"Benton County, MN"
2014,Jul,21812,20831,981,4.5,"Benton County, MN"
2014,Aug,21585,20691,894,4.1,"Benton County, MN"
2014,Sep,21643,20794,849,3.9,"Benton County, MN"
2014,Oct,21754,20986,768,3.5,"Benton County, MN"
2014,Nov,21851,20879,972,4.4,"Benton County, MN"
2014,Dec,21851,20725,1126,5.2,"Benton County, MN"
2015,Jan,21680,20319,1361,6.3,"Benton County, MN"
2015,Feb,21744,20435,1309,6.0,"Benton County, MN"
2015,Mar,21835,20559,1276,5.8,"Benton County, MN"
2015,Apr,21671,20723,948,4.4,"Benton County, MN"
2015,May,21614,20733,881,4.1,"Benton County, MN"
2015,Jun,21552,20596,956,4.4,"Benton County, MN"
2015,Jul,21560,20693,867,4.0,"Benton County, MN"
2015,Aug,21438,20630,808,3.8,"Benton County, MN"
2015,Sep,21424,20686,738,3.4,"Benton County, MN"
2015,Oct,21670,20944,726,3.4,"Benton County, MN"
2015,Nov,21729,20879,850,3.9,"Benton County, MN"
2015,Dec,21801,20743,1058,4.9,"Benton County, MN"
2016,Jan,21768,20488,1280,5.9,"Benton County, MN"
2016,Feb,21896,20617,1279,5.8,"Benton County, MN"
2016,Mar,21967,20669,1298,5.9,"Benton County, MN"
2016,Apr,21809,20874,935,4.3,"Benton County, MN"
2016,May,21650,20850,800,3.7,"Benton County, MN"
2016,Jun,21513,20626,887,4.1,"Benton County, MN"
2016,Jul,21658,20802,856,4.0,"Benton County, MN"
2016,Aug,21600,20793,807,3.7,"Benton County, MN"
2016,Sep,21640,20886,754,3.5,"Benton County, MN"
2016,Oct,21883,21150,733,3.3,"Benton County, MN"
2016,Nov,21868,21089,779,3.6,"Benton County, MN"
2016,Dec,21918,20797,1121,5.1,"Benton County, MN"
2017,Jan,21926,20556,1370,6.2,"Benton County, MN"
2017,Feb,21975,20719,1256,5.7,"Benton County, MN"
2017,Mar,22122,20918,1204,5.4,"Benton County, MN"
2017,Apr,22035,21118,917,4.2,"Benton County, MN"
2017,May,21803,21055,748,3.4,"Benton County, MN"
2017,Jun,21732,20923,809,3.7,"Benton County, MN"
2017,Jul,21760,20992,768,3.5,"Benton County, MN"
2017,Aug,21612,20870,742,3.4,"Benton County, MN"
2017,Sep,21692,21076,616,2.8,"Benton County, MN"
2017,Oct,21776,21172,604,2.8,"Benton County, MN"
2017,Nov,21789,21085,704,3.2,"Benton County, MN"
2017,Dec,21803,20826,977,4.5,"Benton County, MN"
2018,Jan,21869,20663,1206,5.5,"Benton County, MN"
2018,Feb,22115,20971,1144,5.2,"Benton County, MN"
2018,Mar,22043,20942,1101,5.0,"Benton County, MN"
2018,Apr,21935,21089,846,3.9,"Benton County, MN"
2018,May,21811,21217,594,2.7,"Benton County, MN"
2018,Jun,21701,21026,675,3.1,"Benton County, MN"
2018,Jul,21754,21157,597,2.7,"Benton County, MN"
2018,Aug,21509,20887,622,2.9,"Benton County, MN"
2018,Sep,21755,21229,526,2.4,"Benton County, MN"
2018,Oct,21906,21370,536,2.4,"Benton County, MN"
2018,Nov,21936,21335,601,2.7,"Benton County, MN"
2018,Dec,22060,21098,962,4.4,"Benton County, MN"
2019,Jan,22141,20837,1304,5.9,"Benton County, MN"
2019,Feb,22273,21064,1209,5.4,"Benton County, MN"
2019,Mar,22203,21032,1171,5.3,"Benton County, MN"
2019,Apr,22113,21245,868,3.9,"Benton County, MN"
2019,May,21959,21297,662,3.0,"Benton County, MN"
2019,Jun,21815,21063,752,3.4,"Benton County, MN"
2019,Jul,21985,21285,700,3.2,"Benton County, MN"
2019,Aug,21821,21130,691,3.2,"Benton County, MN"
2019,Sep,22073,21437,636,2.9,"Benton County, MN"
2019,Oct,22193,21546,647,2.9,"Benton County, MN"
2019,Nov,22096,21361,735,3.3,"Benton County, MN"
2019,Dec,22250,21178,1072,4.8,"Benton County, MN"
2020,Jan,22257,20977,1280,5.8,"Benton County, MN"
2020,Feb,22383,21170,1213,5.4,"Benton County, MN"
2020,Mar,22299,20845,1454,6.5,"Benton County, MN"
2020,Apr,21695,19611,2084,9.6,"Benton County, MN"
2020,May,21750,19311,2439,11.2,"Benton County, MN"
2020,Jun,22323,20404,1919,8.6,"Benton County, MN"
2020,Jul,22261,20678,1583,7.1,"Benton County, MN"
2020,Aug,22214,21010,1204,5.4,"Benton County, MN"
2020,Sep,22250,21135,1115,5.0,"Benton County, MN"
2020,Oct,22471,21383,1088,4.8,"Benton County, MN"
2020,Nov,22278,21140,1138,5.1,"Benton County, MN"
2020,Dec,21883,20531,1352,6.2,"Benton County, MN"
2021,Jan,21794,20244,1550,7.1,"Benton County, MN"
2021,Feb,21906,20436,1470,6.7,"Benton County, MN"
2021,Mar,21805,20422,1383,6.3,"Benton County, MN"
2021,Apr,21702,20601,1101,5.1,"Benton County, MN"
2021,May,21538,20585,953,4.4,"Benton County, MN"
2021,Jun,21232,20207,1025,4.8,"Benton County, MN"
2021,Jul,21364,20483,881,4.1,"Benton County, MN"
2021,Aug,21126,20311,815,3.9,"Benton County, MN"
2021,Sep,21352,20660,692,3.2,"Benton County, MN"
2021,Oct,21408,20778,630,2.9,"Benton County, MN"
2021,Nov,21381,20785,596,2.8,"Benton County, MN"
2021,Dec,21475,20626,849,4.0,"Benton County, MN"
2022,Jan,21647,20538,1109,5.1,"Benton County, MN"
2022,Feb,21699,20720,979,4.5,"Benton County, MN"
2022,Mar,21645,20749,896,4.1,"Benton County, MN"
2022,Apr,21578,20935,643,3.0,"Benton County, MN"
2022,May,21495,20963,532,2.5,"Benton County, MN"
2022,Jun,21219,20591,628,3.0,"Benton County, MN"
2022,Jul,21437,20879,558,2.6,"Benton County, MN"
2022,Aug,21420,20821,599,2.8,"Benton County, MN"
2022,Sep,21605,21128,477,2.2,"Benton County, MN"
2022,Oct,21684,21189,495,2.3,"Benton County, MN"
2022,Nov,21495,20878,617,2.9,"Benton County, MN"
2022,Dec,21879,20934,945,4.3,"Benton County, MN"
2023,Jan,21877,20756,1121,5.1,"Benton County, MN"
2023,Feb,22022,20883,1139,5.2,"Benton County, MN"
2023,Mar,22068,21022,1046,4.7,"Benton County, MN"
2023,Apr,21923,21099,824,3.8,"Benton County, MN"
2023,May,21757,21123,634,2.9,"Benton County, MN"
2023,Jun,21735,20876,859,4.0,"Benton County, MN"
2023,Jul,21747,20958,789,3.6,"Benton County, MN"
2023,Aug,21820,20986,834,3.8,"Benton County, MN"
2023,Sep,21724,21246,478,2.2,"Benton County, MN"
2023,Oct,21745,21277,468,2.2,"Benton County, MN"
2023,Nov,21739,21246,493,2.3,"Benton County, MN"
2023,Dec,21767,20996,771,3.5,"Benton County, MN"
2024,Jan,21957,20940,1017,4.6,"Benton County, MN"
2024,Feb,22011,20947,1064,4.8,"Benton County, MN"
2024,Mar,22104,21146,958,4.3,"Benton County, MN"
2024,Apr,21940,21199,741,3.4,"Benton County, MN"
2024,May,21730,20976,754,3.5,"Benton County, MN"
2024,Jun,21794,20785,1009,4.6,"Benton County, MN"
2024,Jul,22020,21008,1012,4.6,"Benton County, MN"
2024,Aug,22081,21068,1013,4.6,"Benton County, MN"
2024,Sep,21970,21319,651,3.0,"Benton County, MN"
2024,Oct,22017,21393,624,2.8,"Benton County, MN"
2024,Nov,22065(P),21267(P),798(P),3.6(P),"Benton County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Benton County, MN"
2014,Jan,2496,2314,182,7.3,"Big Stone County, MN"
2014,Feb,2471,2300,171,6.9,"Big Stone County, MN"
2014,Mar,2542,2379,163,6.4,"Big Stone County, MN"
2014,Apr,2510,2384,126,5.0,"Big Stone County, MN"
2014,May,2575,2479,96,3.7,"Big Stone County, MN"
2014,Jun,2658,2554,104,3.9,"Big Stone County, MN"
2014,Jul,2723,2624,99,3.6,"Big Stone County, MN"
2014,Aug,2703,2613,90,3.3,"Big Stone County, MN"
2014,Sep,2606,2534,72,2.8,"Big Stone County, MN"
2014,Oct,2673,2604,69,2.6,"Big Stone County, MN"
2014,Nov,2596,2501,95,3.7,"Big Stone County, MN"
2014,Dec,2628,2483,145,5.5,"Big Stone County, MN"
2015,Jan,2710,2535,175,6.5,"Big Stone County, MN"
2015,Feb,2596,2439,157,6.0,"Big Stone County, MN"
2015,Mar,2700,2534,166,6.1,"Big Stone County, MN"
2015,Apr,2613,2508,105,4.0,"Big Stone County, MN"
2015,May,2663,2567,96,3.6,"Big Stone County, MN"
2015,Jun,2795,2686,109,3.9,"Big Stone County, MN"
2015,Jul,2751,2643,108,3.9,"Big Stone County, MN"
2015,Aug,2678,2571,107,4.0,"Big Stone County, MN"
2015,Sep,2631,2546,85,3.2,"Big Stone County, MN"
2015,Oct,2763,2678,85,3.1,"Big Stone County, MN"
2015,Nov,2679,2577,102,3.8,"Big Stone County, MN"
2015,Dec,2682,2515,167,6.2,"Big Stone County, MN"
2016,Jan,2767,2565,202,7.3,"Big Stone County, MN"
2016,Feb,2658,2477,181,6.8,"Big Stone County, MN"
2016,Mar,2744,2553,191,7.0,"Big Stone County, MN"
2016,Apr,2690,2570,120,4.5,"Big Stone County, MN"
2016,May,2700,2606,94,3.5,"Big Stone County, MN"
2016,Jun,2773,2659,114,4.1,"Big Stone County, MN"
2016,Jul,2742,2632,110,4.0,"Big Stone County, MN"
2016,Aug,2664,2560,104,3.9,"Big Stone County, MN"
2016,Sep,2601,2515,86,3.3,"Big Stone County, MN"
2016,Oct,2726,2634,92,3.4,"Big Stone County, MN"
2016,Nov,2690,2583,107,4.0,"Big Stone County, MN"
2016,Dec,2673,2512,161,6.0,"Big Stone County, MN"
2017,Jan,2655,2453,202,7.6,"Big Stone County, MN"
2017,Feb,2573,2405,168,6.5,"Big Stone County, MN"
2017,Mar,2605,2446,159,6.1,"Big Stone County, MN"
2017,Apr,2562,2443,119,4.6,"Big Stone County, MN"
2017,May,2557,2470,87,3.4,"Big Stone County, MN"
2017,Jun,2648,2551,97,3.7,"Big Stone County, MN"
2017,Jul,2600,2509,91,3.5,"Big Stone County, MN"
2017,Aug,2517,2430,87,3.5,"Big Stone County, MN"
2017,Sep,2522,2442,80,3.2,"Big Stone County, MN"
2017,Oct,2638,2571,67,2.5,"Big Stone County, MN"
2017,Nov,2571,2480,91,3.5,"Big Stone County, MN"
2017,Dec,2538,2406,132,5.2,"Big Stone County, MN"
2018,Jan,2469,2304,165,6.7,"Big Stone County, MN"
2018,Feb,2485,2336,149,6.0,"Big Stone County, MN"
2018,Mar,2456,2305,151,6.1,"Big Stone County, MN"
2018,Apr,2513,2408,105,4.2,"Big Stone County, MN"
2018,May,2620,2561,59,2.3,"Big Stone County, MN"
2018,Jun,2666,2594,72,2.7,"Big Stone County, MN"
2018,Jul,2562,2488,74,2.9,"Big Stone County, MN"
2018,Aug,2412,2351,61,2.5,"Big Stone County, MN"
2018,Sep,2446,2387,59,2.4,"Big Stone County, MN"
2018,Oct,2523,2457,66,2.6,"Big Stone County, MN"
2018,Nov,2442,2370,72,2.9,"Big Stone County, MN"
2018,Dec,2467,2324,143,5.8,"Big Stone County, MN"
2019,Jan,2435,2254,181,7.4,"Big Stone County, MN"
2019,Feb,2419,2263,156,6.4,"Big Stone County, MN"
2019,Mar,2411,2251,160,6.6,"Big Stone County, MN"
2019,Apr,2429,2317,112,4.6,"Big Stone County, MN"
2019,May,2569,2494,75,2.9,"Big Stone County, MN"
2019,Jun,2583,2499,84,3.3,"Big Stone County, MN"
2019,Jul,2625,2544,81,3.1,"Big Stone County, MN"
2019,Aug,2485,2419,66,2.7,"Big Stone County, MN"
2019,Sep,2510,2453,57,2.3,"Big Stone County, MN"
2019,Oct,2581,2526,55,2.1,"Big Stone County, MN"
2019,Nov,2485,2402,83,3.3,"Big Stone County, MN"
2019,Dec,2454,2308,146,5.9,"Big Stone County, MN"
2020,Jan,2492,2305,187,7.5,"Big Stone County, MN"
2020,Feb,2484,2329,155,6.2,"Big Stone County, MN"
2020,Mar,2461,2273,188,7.6,"Big Stone County, MN"
2020,Apr,2443,2280,163,6.7,"Big Stone County, MN"
2020,May,2500,2354,146,5.8,"Big Stone County, MN"
2020,Jun,2608,2474,134,5.1,"Big Stone County, MN"
2020,Jul,2701,2606,95,3.5,"Big Stone County, MN"
2020,Aug,2602,2522,80,3.1,"Big Stone County, MN"
2020,Sep,2576,2508,68,2.6,"Big Stone County, MN"
2020,Oct,2680,2612,68,2.5,"Big Stone County, MN"
2020,Nov,2554,2483,71,2.8,"Big Stone County, MN"
2020,Dec,2540,2427,113,4.4,"Big Stone County, MN"
2021,Jan,2478,2317,161,6.5,"Big Stone County, MN"
2021,Feb,2442,2302,140,5.7,"Big Stone County, MN"
2021,Mar,2387,2249,138,5.8,"Big Stone County, MN"
2021,Apr,2383,2290,93,3.9,"Big Stone County, MN"
2021,May,2427,2350,77,3.2,"Big Stone County, MN"
2021,Jun,2476,2388,88,3.6,"Big Stone County, MN"
2021,Jul,2604,2524,80,3.1,"Big Stone County, MN"
2021,Aug,2518,2441,77,3.1,"Big Stone County, MN"
2021,Sep,2446,2378,68,2.8,"Big Stone County, MN"
2021,Oct,2485,2436,49,2.0,"Big Stone County, MN"
2021,Nov,2403,2354,49,2.0,"Big Stone County, MN"
2021,Dec,2434,2355,79,3.2,"Big Stone County, MN"
2022,Jan,2415,2298,117,4.8,"Big Stone County, MN"
2022,Feb,2372,2266,106,4.5,"Big Stone County, MN"
2022,Mar,2344,2241,103,4.4,"Big Stone County, MN"
2022,Apr,2304,2231,73,3.2,"Big Stone County, MN"
2022,May,2390,2332,58,2.4,"Big Stone County, MN"
2022,Jun,2425,2356,69,2.8,"Big Stone County, MN"
2022,Jul,2496,2433,63,2.5,"Big Stone County, MN"
2022,Aug,2435,2369,66,2.7,"Big Stone County, MN"
2022,Sep,2380,2332,48,2.0,"Big Stone County, MN"
2022,Oct,2446,2401,45,1.8,"Big Stone County, MN"
2022,Nov,2348,2298,50,2.1,"Big Stone County, MN"
2022,Dec,2390,2286,104,4.4,"Big Stone County, MN"
2023,Jan,2372,2255,117,4.9,"Big Stone County, MN"
2023,Feb,2394,2278,116,4.8,"Big Stone County, MN"
2023,Mar,2310,2210,100,4.3,"Big Stone County, MN"
2023,Apr,2317,2236,81,3.5,"Big Stone County, MN"
2023,May,2372,2317,55,2.3,"Big Stone County, MN"
2023,Jun,2443,2344,99,4.1,"Big Stone County, MN"
2023,Jul,2434,2342,92,3.8,"Big Stone County, MN"
2023,Aug,2498,2404,94,3.8,"Big Stone County, MN"
2023,Sep,2443,2386,57,2.3,"Big Stone County, MN"
2023,Oct,2469,2419,50,2.0,"Big Stone County, MN"
2023,Nov,2413,2370,43,1.8,"Big Stone County, MN"
2023,Dec,2322,2252,70,3.0,"Big Stone County, MN"
2024,Jan,2345,2226,119,5.1,"Big Stone County, MN"
2024,Feb,2326,2206,120,5.2,"Big Stone County, MN"
2024,Mar,2363,2262,101,4.3,"Big Stone County, MN"
2024,Apr,2371,2295,76,3.2,"Big Stone County, MN"
2024,May,2358,2288,70,3.0,"Big Stone County, MN"
2024,Jun,2482,2375,107,4.3,"Big Stone County, MN"
2024,Jul,2530,2419,111,4.4,"Big Stone County, MN"
2024,Aug,2609,2504,105,4.0,"Big Stone County, MN"
2024,Sep,2554,2488,66,2.6,"Big Stone County, MN"
2024,Oct,2531,2472,59,2.3,"Big Stone County, MN"
2024,Nov,2482(P),2421(P),61(P),2.5(P),"Big Stone County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Big Stone County, MN"
2014,Jan,38480,36797,1683,4.4,"Blue Earth County, MN"
2014,Feb,38923,37213,1710,4.4,"Blue Earth County, MN"
2014,Mar,38788,37122,1666,4.3,"Blue Earth County, MN"
2014,Apr,38598,37235,1363,3.5,"Blue Earth County, MN"
2014,May,38558,37276,1282,3.3,"Blue Earth County, MN"
2014,Jun,38562,37093,1469,3.8,"Blue Earth County, MN"
2014,Jul,38081,36654,1427,3.7,"Blue Earth County, MN"
2014,Aug,37716,36414,1302,3.5,"Blue Earth County, MN"
2014,Sep,38428,37265,1163,3.0,"Blue Earth County, MN"
2014,Oct,39350,38293,1057,2.7,"Blue Earth County, MN"
2014,Nov,39048,38021,1027,2.6,"Blue Earth County, MN"
2014,Dec,38881,37713,1168,3.0,"Blue Earth County, MN"
2015,Jan,38770,37294,1476,3.8,"Blue Earth County, MN"
2015,Feb,39191,37761,1430,3.6,"Blue Earth County, MN"
2015,Mar,39204,37815,1389,3.5,"Blue Earth County, MN"
2015,Apr,39914,38799,1115,2.8,"Blue Earth County, MN"
2015,May,39574,38425,1149,2.9,"Blue Earth County, MN"
2015,Jun,38846,37562,1284,3.3,"Blue Earth County, MN"
2015,Jul,38459,37216,1243,3.2,"Blue Earth County, MN"
2015,Aug,38439,37321,1118,2.9,"Blue Earth County, MN"
2015,Sep,39502,38491,1011,2.6,"Blue Earth County, MN"
2015,Oct,40917,39875,1042,2.5,"Blue Earth County, MN"
2015,Nov,40603,39682,921,2.3,"Blue Earth County, MN"
2015,Dec,40169,39080,1089,2.7,"Blue Earth County, MN"
2016,Jan,39817,38388,1429,3.6,"Blue Earth County, MN"
2016,Feb,40271,38813,1458,3.6,"Blue Earth County, MN"
2016,Mar,40297,38803,1494,3.7,"Blue Earth County, MN"
2016,Apr,39877,38698,1179,3.0,"Blue Earth County, MN"
2016,May,39449,38344,1105,2.8,"Blue Earth County, MN"
2016,Jun,38826,37390,1436,3.7,"Blue Earth County, MN"
2016,Jul,38422,37082,1340,3.5,"Blue Earth County, MN"
2016,Aug,38441,37196,1245,3.2,"Blue Earth County, MN"
2016,Sep,39489,38338,1151,2.9,"Blue Earth County, MN"
2016,Oct,40578,39469,1109,2.7,"Blue Earth County, MN"
2016,Nov,39994,38972,1022,2.6,"Blue Earth County, MN"
2016,Dec,39671,38402,1269,3.2,"Blue Earth County, MN"
2017,Jan,39768,38242,1526,3.8,"Blue Earth County, MN"
2017,Feb,40184,38650,1534,3.8,"Blue Earth County, MN"
2017,Mar,40380,38986,1394,3.5,"Blue Earth County, MN"
2017,Apr,40583,39437,1146,2.8,"Blue Earth County, MN"
2017,May,40005,38866,1139,2.8,"Blue Earth County, MN"
2017,Jun,40043,38685,1358,3.4,"Blue Earth County, MN"
2017,Jul,39194,38004,1190,3.0,"Blue Earth County, MN"
2017,Aug,39164,38025,1139,2.9,"Blue Earth County, MN"
2017,Sep,40513,39534,979,2.4,"Blue Earth County, MN"
2017,Oct,41392,40540,852,2.1,"Blue Earth County, MN"
2017,Nov,40809,39928,881,2.2,"Blue Earth County, MN"
2017,Dec,40448,39377,1071,2.6,"Blue Earth County, MN"
2018,Jan,40160,38848,1312,3.3,"Blue Earth County, MN"
2018,Feb,40703,39414,1289,3.2,"Blue Earth County, MN"
2018,Mar,40750,39474,1276,3.1,"Blue Earth County, MN"
2018,Apr,40538,39535,1003,2.5,"Blue Earth County, MN"
2018,May,40321,39427,894,2.2,"Blue Earth County, MN"
2018,Jun,40004,38837,1167,2.9,"Blue Earth County, MN"
2018,Jul,39272,38289,983,2.5,"Blue Earth County, MN"
2018,Aug,38881,37932,949,2.4,"Blue Earth County, MN"
2018,Sep,40409,39509,900,2.2,"Blue Earth County, MN"
2018,Oct,41382,40553,829,2.0,"Blue Earth County, MN"
2018,Nov,40860,40080,780,1.9,"Blue Earth County, MN"
2018,Dec,40904,39759,1145,2.8,"Blue Earth County, MN"
2019,Jan,40431,39081,1350,3.3,"Blue Earth County, MN"
2019,Feb,40795,39474,1321,3.2,"Blue Earth County, MN"
2019,Mar,40813,39477,1336,3.3,"Blue Earth County, MN"
2019,Apr,40987,39914,1073,2.6,"Blue Earth County, MN"
2019,May,40895,39793,1102,2.7,"Blue Earth County, MN"
2019,Jun,40516,39198,1318,3.3,"Blue Earth County, MN"
2019,Jul,39660,38463,1197,3.0,"Blue Earth County, MN"
2019,Aug,39926,38730,1196,3.0,"Blue Earth County, MN"
2019,Sep,41230,40223,1007,2.4,"Blue Earth County, MN"
2019,Oct,42103,41181,922,2.2,"Blue Earth County, MN"
2019,Nov,41503,40647,856,2.1,"Blue Earth County, MN"
2019,Dec,41365,40289,1076,2.6,"Blue Earth County, MN"
2020,Jan,41011,39734,1277,3.1,"Blue Earth County, MN"
2020,Feb,41501,40197,1304,3.1,"Blue Earth County, MN"
2020,Mar,41090,39404,1686,4.1,"Blue Earth County, MN"
2020,Apr,39487,36341,3146,8.0,"Blue Earth County, MN"
2020,May,39683,35674,4009,10.1,"Blue Earth County, MN"
2020,Jun,40871,37491,3380,8.3,"Blue Earth County, MN"
2020,Jul,40256,37360,2896,7.2,"Blue Earth County, MN"
2020,Aug,40386,38106,2280,5.6,"Blue Earth County, MN"
2020,Sep,41059,39114,1945,4.7,"Blue Earth County, MN"
2020,Oct,42400,40840,1560,3.7,"Blue Earth County, MN"
2020,Nov,41378,39936,1442,3.5,"Blue Earth County, MN"
2020,Dec,40636,38907,1729,4.3,"Blue Earth County, MN"
2021,Jan,40132,38300,1832,4.6,"Blue Earth County, MN"
2021,Feb,40421,38746,1675,4.1,"Blue Earth County, MN"
2021,Mar,40174,38552,1622,4.0,"Blue Earth County, MN"
2021,Apr,40037,38652,1385,3.5,"Blue Earth County, MN"
2021,May,39730,38377,1353,3.4,"Blue Earth County, MN"
2021,Jun,39371,37764,1607,4.1,"Blue Earth County, MN"
2021,Jul,38457,37113,1344,3.5,"Blue Earth County, MN"
2021,Aug,38231,36932,1299,3.4,"Blue Earth County, MN"
2021,Sep,39270,38184,1086,2.8,"Blue Earth County, MN"
2021,Oct,40547,39618,929,2.3,"Blue Earth County, MN"
2021,Nov,40314,39505,809,2.0,"Blue Earth County, MN"
